year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,mark,model
2014,190000,74.321,Diesel,Dealer,Manual,First Owner,25.4,936,56.3,142.5  @ 1750 ,5,Chevrolet,Beat
2013,409999,80.235,Diesel,Dealer,Manual,Second Owner,28.0,1248,74.02,190  @ 2000 ,5,Maruti,Swift
2016,1050000,77.15,Diesel,Dealer,Automatic,First Owner,17.0,1582,126.2,259.9  @ 1900-2750 ,5,Hyundai,Creta
2015,651000,69.0,Diesel,Dealer,Automatic,First Owner,22.1,1498,108.6,250  @ 1500-3000 ,5,Volkswagen,Vento
2010,355000,116.0,Diesel,Individual,Manual,First Owner,18.0,1896,66.0,210 / 1900,5,Skoda,Octavia
2015,600000,80.0,Diesel,Individual,Manual,First Owner,23.0,1582,126.32,259.8  @ 1900-2750 ,5,Hyundai,Verna
2018,685000,26.0,Diesel,Individual,Manual,First Owner,28.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2018,509999,100.0,Diesel,Individual,Manual,First Owner,28.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2012,150000,82.3,Other,Individual,Manual,Second Owner,37.56,796,38.4,62  @ 3000 ,5,Maruti,Alto
2017,650000,82.05,Diesel,Individual,Manual,First Owner,19.0,1248,73.9,190  @ 2000 ,5,Maruti,Swift
2012,675000,120.0,Diesel,Individual,Manual,Second Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2018,319000,30.0,Petrol,Individual,Automatic,First Owner,24.0,999,67.0,91  @ 4250 ,5,Renault,KWID
2019,640000,6.0,Petrol,Individual,Manual,First Owner,19.0,1199,88.76,110  @ 4800 ,5,Honda,Amaze
2017,650000,30.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2015,650000,70.0,Diesel,Individual,Manual,First Owner,20.7,1248,88.76,200  @ 1750 ,7,Maruti,Ertiga
2010,155000,70.0,Other,Individual,Manual,Second Owner,37.56,796,38.4,62  @ 3000 ,5,Maruti,Alto
2008,175000,120.0,Diesel,Individual,Manual,First Owner,17.0,1248,75.0,190  @ 2000 ,5,Maruti,Swift
2014,430000,80.0,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,160  @ 1500-2750 ,5,Hyundai,Grand
2008,65000,110.0,Diesel,Individual,Manual,Second Owner,17.0,1396,53.5,"8.5 @ 2,500 @  )",5,Tata,Indica
2009,150000,70.0,Petrol,Individual,Manual,Third Owner,13.0,1495,94.0,"12.5 @ 3,500 @  )",5,Hyundai,Accent
2019,620000,13.0,Petrol,Individual,Manual,First Owner,17.1,1197,81.86,114.73  @ 4000 ,5,Hyundai,i20
2011,275000,165.0,Diesel,Individual,Manual,First Owner,21.0,1248,73.9,113  @ 4500 ,5,Maruti,Ritz
2013,454000,120.0,Diesel,Individual,Manual,Second Owner,13.5,2499,72.4,171  @ 1800 ,10,Chevrolet,Tavera
2017,600000,30.0,Diesel,Individual,Manual,Second Owner,18.4,1493,100.0,240  @ 1600-2800 ,7,Mahindra,TUV
2011,400000,100.0,Diesel,Individual,Manual,Second Owner,20.5,1598,103.6,250  @ 1500-2500 ,5,Volkswagen,Vento
2007,180000,187.0,Diesel,Individual,Manual,Second Owner,19.0,1461,65.0,"16 @ 2,000 @  )",5,Mahindra,Renault
2016,750000,70.0,Diesel,Individual,Manual,First Owner,24.0,1248,88.5,200  @ 1750 ,5,Maruti,Vitara
2016,500000,40.0,Petrol,Individual,Manual,First Owner,20.0,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2015,1000000,46.0,Diesel,Individual,Manual,First Owner,24.0,1498,98.6,200  @ 1750 ,7,Honda,Mobilio
2017,740000,24.4,Diesel,Individual,Manual,First Owner,27.3,1248,74.0,190  @ 2000 ,5,Maruti,Baleno
2018,1290000,29.899,Diesel,Dealer,Automatic,First Owner,22.1,1498,108.6,250  @ 1500-3000 ,5,Volkswagen,Vento
2017,695000,34.0,Diesel,Dealer,Manual,First Owner,21.0,1461,83.8,200  @ 1900 ,8,Renault,Lodgy
2018,730000,31.0,Petrol,Dealer,Automatic,First Owner,17.0,1197,81.86,117nm @ 4000 ,5,Hyundai,Elite
2016,1295000,46.0,Diesel,Dealer,Automatic,Second Owner,11.4,2776,197.2,500  @ 2000 ,7,Chevrolet,Trailblazer
2016,1160000,121.0,Diesel,Dealer,Automatic,First Owner,12.0,2999,161.0,333  @ 1600-3200 ,7,Isuzu,MU
2016,434999,10.0,Petrol,Dealer,Automatic,First Owner,23.0,998,67.04,90  @ 3500 ,5,Maruti,Celerio
2018,4600000,6.0,Diesel,Dealer,Automatic,First Owner,17.0,2143,170.0,400  @ 1400-2800 ,5,Mercedes-Benz,GL-Class
2015,850000,59.235,Diesel,Dealer,Manual,First Owner,19.6,1582,126.2,259.9  @ 1900-2750 ,5,Hyundai,Creta
2019,5800000,21.0,Diesel,Dealer,Automatic,First Owner,16.7,1995,190.0,400  @ 1750-2500 ,5,BMW,X4
2014,520000,48.0,Diesel,Individual,Manual,First Owner,25.0,1498,98.6,200  @ 1750 ,5,Honda,Amaze
2018,650000,114.0,Diesel,Individual,Manual,First Owner,14.9,2489,93.7,218  @ 1400-2600 ,7,Mahindra,Xylo
2011,430000,120.0,Diesel,Individual,Manual,Second Owner,19.0,1248,73.9,190  @ 2000 ,5,Maruti,Swift
2013,360000,144.0,Diesel,Individual,Manual,First Owner,21.0,1396,88.8,219.7  @ 1500-2750 ,5,Hyundai,i20
2013,350000,144.0,Diesel,Individual,Manual,First Owner,21.0,1396,88.8,219.7  @ 1500-2750 ,5,Hyundai,i20
2016,791000,190.0,Diesel,Individual,Manual,First Owner,24.0,1248,88.5,200  @ 1750 ,5,Maruti,Vitara
2015,950000,190.0,Diesel,Individual,Manual,Second Owner,12.9,2494,100.6,200  @ 1400-3400 ,7,Toyota,Innova
2019,690000,20.0,Diesel,Individual,Manual,First Owner,28.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2012,371000,100.0,Diesel,Individual,Manual,First Owner,19.0,1248,73.9,190  @ 2000 ,5,Maruti,Swift
2008,45000,60.0,Diesel,Individual,Manual,Second Owner,16.0,1405,68.0,"13 @ 2,500 @  )",5,Tata,Indica
2006,55000,201.0,Diesel,Individual,Manual,First Owner,17.0,1399,68.0,"16.3 @ 2,000 @  )",5,Ford,Fiesta
2011,240000,110.0,Diesel,Individual,Manual,First Owner,20.5,1598,103.6,250  @ 1500-2500 ,5,Volkswagen,Vento
2014,495000,77.215,Diesel,Individual,Manual,Second Owner,25.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2015,671000,48.228,Petrol,Dealer,Manual,First Owner,18.0,1199,88.7,110  @ 4800 ,5,Honda,Jazz
2016,802999,50.856,Diesel,Dealer,Manual,First Owner,26.0,1498,98.6,200  @ 1750 ,5,Honda,City
2015,495000,59.292,Diesel,Dealer,Manual,First Owner,28.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2018,545000,10.0,Petrol,Dealer,Automatic,First Owner,23.0,998,67.04,90  @ 3500 ,5,Maruti,Celerio
2018,775000,21.147,Petrol,Dealer,Automatic,First Owner,21.0,1197,83.1,115  @ 4000 ,5,Maruti,Baleno
2017,925000,69.0,Diesel,Dealer,Manual,First Owner,25.0,1498,97.9,200  @ 1750 ,5,Honda,City
2018,790000,16.0,Diesel,Dealer,Automatic,First Owner,28.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2017,620000,37.0,Petrol,Dealer,Manual,First Owner,21.0,1197,81.8,113  @ 4200 ,5,Maruti,Baleno
2016,375000,61.173,Diesel,Dealer,Manual,First Owner,27.6,793,47.0,125  @ 2000 ,5,Maruti,Celerio
2016,2450000,30.0,Diesel,Dealer,Automatic,First Owner,18.2,1968,187.74,400  @ 1750-3000 ,5,Audi,A4
2014,850000,75.0,Diesel,Dealer,Manual,First Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2018,775000,17.0,Petrol,Dealer,Manual,First Owner,21.0,1197,81.8,113  @ 4200 ,5,Maruti,Baleno
2008,260000,100.0,Diesel,Individual,Manual,Second Owner,17.0,1248,75.0,190  @ 2000 ,5,Maruti,Swift
2016,1300000,91.567,Diesel,Individual,Automatic,Third Owner,16.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2017,380000,50.0,Petrol,Individual,Manual,First Owner,23.0,998,67.04,90  @ 3500 ,5,Maruti,Celerio
2017,480000,60.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.86,113.75nm @ 4000 ,5,Hyundai,Grand
2016,240000,35.0,Petrol,Individual,Manual,Second Owner,22.7,796,47.3,69  @ 3500 ,5,Maruti,Alto
2014,500000,33.4,Petrol,Individual,Manual,First Owner,17.4,1396,105.5,135.3  @ 5000 ,5,Hyundai,Verna
2015,420000,36.0,Petrol,Individual,Manual,First Owner,20.0,1197,83.11,113  @ 4200 ,5,Maruti,Swift
2011,130000,180.0,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160  @ 2000 ,5,Ford,Figo
2012,110000,80.0,Petrol,Individual,Manual,First Owner,20.9,998,67.1,90  @ 3500 ,5,Maruti,Alto
2007,120000,120.0,Petrol,Individual,Manual,Second Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2017,700000,80.0,Diesel,Individual,Automatic,First Owner,28.0,1248,74.02,190  @ 2000 ,5,Maruti,Swift
2018,550000,120.0,Diesel,Individual,Manual,First Owner,28.0,1248,74.02,190  @ 2000 ,5,Maruti,Swift
2014,190000,110.0,Diesel,Individual,Manual,Second Owner,19.0,1405,69.01,135  @ 2500 ,5,Tata,Indigo
2018,665000,70.0,Diesel,Individual,Manual,First Owner,23.5,1364,67.04,170  @ 1800-2400 ,5,Toyota,Etios
2014,445000,120.0,Diesel,Individual,Manual,Second Owner,14.9,2489,93.7,218  @ 1400-2600 ,7,Mahindra,Xylo
2012,340000,92.686,Diesel,Dealer,Manual,Second Owner,21.0,1396,88.76,219.6  @ 1500-2750 ,5,Hyundai,i20
2012,270000,80.0,Diesel,Individual,Manual,First Owner,21.0,1248,88.76,200  @ 1750-3000 ,5,Tata,Manza
2015,1044999,70.0,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2009,279000,117.0,Diesel,Individual,Manual,First Owner,17.0,1248,75.0,190  @ 2000 ,5,Maruti,Swift
2007,250000,100.0,Diesel,Individual,Manual,Second Owner,16.0,1896,122.4,"21.4 @ 1,900 @  )",5,Skoda,Octavia
2012,475000,83.0,Petrol,Individual,Automatic,First Owner,15.7,1591,121.3,154.9  @ 4200 ,5,Hyundai,Verna
2016,750000,67.6,Diesel,Individual,Automatic,First Owner,14.8,1998,163.7,360  @ 2000 ,5,Chevrolet,Cruze
2013,445000,100.0,Diesel,Individual,Manual,First Owner,25.0,1498,98.6,200  @ 1750 ,5,Honda,Amaze
2010,400000,100.0,Diesel,Individual,Manual,First Owner,15.0,1896,105.0,"25.5 @ 1,900 @  )",5,Volkswagen,Jetta
2010,350000,90.0,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4 @ 1750-2750 ,5,Hyundai,i20
2012,295000,140.0,Diesel,Individual,Manual,First Owner,20.0,1598,103.5,250  @ 1500-2500 ,5,Skoda,Rapid
2018,600000,25.0,Petrol,Individual,Manual,First Owner,21.2,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2018,1650000,20.0,Diesel,Individual,Manual,First Owner,13.6,2393,147.8,343  @ 1400-2800 ,8,Toyota,Innova
2012,100000,30.0,Petrol,Individual,Manual,First Owner,16.0,796,37.0,59  @ 2500 ,4,Maruti,800
2018,710000,42.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2018,350000,10.0,Petrol,Individual,Manual,Second Owner,20.0,998,68.05,94.14  @ 3500 ,5,Hyundai,EON
2012,220000,13.0,Petrol,Individual,Manual,First Owner,20.9,998,67.1,90  @ 3500 ,5,Maruti,Alto
2019,700000,6.5,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96  @ 3500 ,7,Renault,Triber
2013,198000,49.5,Petrol,Individual,Manual,Second Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2011,350000,50.0,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,22.4 @ 1750-2750 ,5,Hyundai,i20
2011,210000,175.0,Diesel,Individual,Manual,Second Owner,23.5,1396,70.0,140  @ 1800-3000 ,5,Tata,Indigo
2011,210000,175.0,Diesel,Individual,Manual,Second Owner,23.0,1396,69.0,140  @ 1800-3000 ,5,Tata,Indigo
2014,375000,110.0,Diesel,Individual,Manual,Third Owner,23.0,1248,73.94,190  @ 2000 ,5,Maruti,Ritz
2012,380000,112.048,Petrol,Individual,Manual,Second Owner,17.0,1298,85.8,114  @ 4000 ,5,Maruti,Swift
2010,360000,98.0,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,146 @ 4800  ,5,Honda,City
2015,944999,41.0,Diesel,Individual,Manual,First Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2016,620000,120.0,Diesel,Individual,Manual,First Owner,13.5,2499,72.4,171  @ 1800 ,10,Chevrolet,Tavera
2018,780000,116.0,Diesel,Individual,Manual,First Owner,23.5,1364,67.05,170  @ 1800-2400 ,5,Toyota,Platinum
2020,445000,1.0,Petrol,Individual,Manual,First Owner,21.2,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2018,575000,15.0,Petrol,Individual,Automatic,First Owner,17.3,1197,81.86,113.75nm @ 4000 ,5,Hyundai,Xcent
2018,975000,5.0,Diesel,Individual,Manual,First Owner,25.0,1248,88.5,200  @ 1750 ,5,Maruti,S-Cross
2019,450000,3.5,Petrol,Individual,Manual,First Owner,23.8,1199,83.83,114  @ 3500 ,5,Tata,Tiago
2017,495000,56.0,Diesel,Individual,Manual,First Owner,25.8,1498,99.0,215  @ 1750-3000 ,5,Ford,Figo
2013,830000,215.0,Diesel,Individual,Manual,First Owner,12.9,2494,100.0,200  @ 1400-3400 ,7,Toyota,Innova
2012,800000,40.0,Diesel,Individual,Manual,First Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2013,300000,120.0,Diesel,Individual,Manual,Second Owner,23.0,1248,73.94,190  @ 2000 ,5,Maruti,Ritz
2017,480000,30.4,Petrol,Dealer,Manual,First Owner,18.0,1198,86.8,109  @ 4500 ,5,Honda,Brio
2017,950000,24.0,Diesel,Dealer,Manual,First Owner,21.0,1498,98.6,200  @ 1750 ,7,Honda,BR-V
2017,840000,30.646,Petrol,Dealer,Manual,First Owner,15.0,1497,117.3,145  @ 4600 ,7,Honda,BR-V
2017,800000,15.0,Diesel,Individual,Manual,First Owner,23.0,1582,126.2,259.9  @ 1900-2750 ,5,Hyundai,Verna
2017,750000,50.0,Diesel,Individual,Manual,First Owner,22.2,1498,108.6,250  @ 1500-3000 ,5,Volkswagen,Vento
2017,254999,34.0,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2016,1859000,40.0,Diesel,Individual,Automatic,Second Owner,19.0,2143,134.1,300  @ 1600-3000 ,5,Mercedes-Benz,B
2018,750000,15.0,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170  @ 1750-4000 ,5,Tata,Nexon
2017,655000,50.0,Diesel,Individual,Automatic,First Owner,22.0,1498,108.495,250  @ 1500-3000 ,5,Volkswagen,Ameo
2011,210000,84.0,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160  @ 2000 ,5,Ford,Figo
2019,466000,25.0,Petrol,Individual,Automatic,Fourth & Above Owner,20.0,1086,68.0,99  @ 4500 ,5,Hyundai,Santro
2015,580000,52.0,Diesel,Individual,Manual,First Owner,25.8,1498,99.0,215  @ 1750-3000 ,5,Ford,Figo
2019,430000,18.5,Petrol,Individual,Manual,First Owner,20.0,1086,68.0,99  @ 4500 ,5,Hyundai,Santro
2012,155000,50.0,Diesel,Individual,Manual,First Owner,23.0,1396,69.0,140  @ 1800-3000 ,5,Tata,Indigo
2017,240000,35.0,Petrol,Individual,Manual,First Owner,22.0,999,67.0,91  @ 4250 ,5,Datsun,RediGO
2016,540000,15.5,Petrol,Individual,Manual,First Owner,16.7,1496,88.73,132  @ 3000 ,5,Toyota,Etios
2013,250000,120.0,Diesel,Individual,Manual,First Owner,19.0,1396,69.0,135  @ 2500 ,5,Tata,Indigo
2012,260000,60.0,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,140  @ 1800-3000 ,5,Tata,Indigo
2014,550000,43.011,Petrol,Dealer,Manual,First Owner,18.8,999,123.37,170  @ 1400-4500 ,5,Ford,Ecosport
2017,550000,15.0,Diesel,Individual,Manual,First Owner,25.8,1498,99.0,215  @ 1750-3000 ,5,Ford,Figo
2011,370000,110.0,Diesel,Individual,Manual,Second Owner,13.0,2523,63.0,180  @ 1440-1500 ,7,Mahindra,Bolero
2005,125000,70.0,Petrol,Individual,Manual,Fourth & Above Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2010,200000,110.0,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,135  @ 2500  ,5,Tata,Indica
2016,720000,80.0,Diesel,Individual,Manual,First Owner,21.1,1396,88.73,220  @ 1500-2750 ,5,Hyundai,i20
2018,700000,25.0,Petrol,Individual,Manual,First Owner,18.1,1196,86.8,112  @ 4000 ,5,Ford,Figo
2020,500000,1.0,Petrol,Individual,Manual,First Owner,20.0,1086,68.07,99.07  @ 4500 ,5,Hyundai,Santro
2007,125000,60.0,Petrol,Individual,Manual,Second Owner,16.0,796,37.0,59  @ 2500 ,4,Maruti,800
2015,690000,80.0,Diesel,Individual,Manual,First Owner,21.0,1461,83.8,200  @ 1900 ,8,Renault,Lodgy
2017,1550000,120.0,Diesel,Individual,Manual,First Owner,17.0,1956,170.0,350  @ 1750-2500 ,5,Jeep,Compass
2013,170000,110.0,Petrol,Individual,Manual,Second Owner,15.0,1193,65.3,"10.2 @ 2,600 @  )",5,Tata,Indica
2010,275000,110.0,Diesel,Individual,Manual,Third Owner,20.0,1248,91.7,209  @ 2000 ,5,Fiat,Linea
2007,500000,200.0,Diesel,Individual,Manual,Third Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),8,Toyota,Innova
2013,950000,80.0,Diesel,Individual,Manual,Second Owner,19.3,1968,138.1,320  @ 1750-2500 ,5,Volkswagen,Jetta
2019,802999,24.0,Diesel,Individual,Manual,First Owner,28.0,1248,74.02,190  @ 2000 ,5,Maruti,Swift
2013,470000,150.0,Diesel,Individual,Manual,First Owner,23.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2015,300000,60.0,Petrol,Individual,Manual,First Owner,25.1,799,53.3,72  @ 4386 ,5,Renault,KWID
2014,600000,116.0,Diesel,Individual,Manual,First Owner,19.0,1461,108.45,248  @ 2250 ,5,Renault,Duster
2018,700000,30.0,Diesel,Individual,Manual,First Owner,25.3,1198,77.0,190  @ 1750-2250 ,6,Mahindra,KUV
2014,3250000,33.0,Diesel,Individual,Automatic,First Owner,11.0,2987,254.8,619  @ 1600-2400 ,7,Mercedes-Benz,GL-Class
2020,800000,25.0,Diesel,Individual,Manual,First Owner,21.6,1498,108.62,250  @ 1500-3000 ,5,Volkswagen,Ameo
2014,2200000,60.0,Diesel,Individual,Automatic,First Owner,17.6,1968,174.33,380  @ 1750-2500 ,5,Audi,A6
2007,245000,121.0,Diesel,Individual,Manual,Second Owner,18.0,1493,110.0,"24 @ 1,900-2,750 @  )",5,Hyundai,Verna
2010,310000,120.0,Diesel,Individual,Manual,Second Owner,16.0,1493,110.0,"24 @ 1,900-2,750 @  )",5,Hyundai,Verna
2007,245000,120.0,Diesel,Individual,Manual,Second Owner,18.0,1493,110.0,"24 @ 1,900-2,750 @  )",5,Hyundai,Verna
2011,450000,110.0,Petrol,Individual,Manual,First Owner,16.4,1198,73.9,110  @ 3750 ,5,Volkswagen,Polo
2013,850000,84.0,Diesel,Individual,Automatic,Second Owner,16.9,1968,138.03,320  @ 1750-2500 ,5,Volkswagen,Jetta
2004,325000,120.0,Petrol,Individual,Automatic,Third Owner,10.0,2354,152.0,215  @ 3600 ,5,Honda,CR-V
2015,1000000,73.5,Diesel,Individual,Manual,First Owner,19.6,1582,126.2,259.9  @ 1900-2750 ,5,Hyundai,Creta
2016,590000,34.0,Diesel,Individual,Manual,Second Owner,24.0,1120,71.0,180.4  @ 1750-2500 ,5,Hyundai,Xcent
2019,1200000,23.0,Diesel,Individual,Manual,First Owner,20.4,1461,108.5,240  @ 1750 ,5,Nissan,Kicks
2008,175000,163.0,Diesel,Individual,Manual,Third Owner,17.0,1399,68.0,"16.3 @ 2,000 @  )",5,Ford,Fiesta
2017,2175000,50.0,Diesel,Individual,Automatic,First Owner,11.3,2755,171.5,360  @ 1200-3400 ,7,Toyota,Innova
2019,1110000,10.5,Diesel,Individual,Manual,First Owner,25.0,1498,97.9,200  @ 1750 ,5,Honda,City
2000,150000,280.0,Diesel,Individual,Manual,Second Owner,14.0,1998,68.0,"12.5 @ 3,000 @  )",5,Mitsubishi,Lancer
2013,325000,155.0,Diesel,Individual,Manual,Second Owner,20.5,1598,103.6,250  @ 1500-2500 ,5,Volkswagen,Vento
2010,325000,163.0,Diesel,Individual,Manual,First Owner,17.0,1399,68.0,"16.3 @ 2,000 @  )",5,Ford,Fiesta
2008,280000,75.0,Petrol,Individual,Manual,First Owner,17.0,1497,78.0,"12.7 @ 2,700 @  )",5,Honda,City
2014,640000,120.0,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,200  @ 1750 ,5,Honda,City
2007,65000,120.0,Diesel,Individual,Manual,Third Owner,17.8,1396,52.8,85  @ 2500 ,5,Tata,Indica
2007,195000,175.0,Diesel,Individual,Manual,Second Owner,18.0,1896,66.0,210 / 1900,5,Skoda,Octavia
2017,295000,15.0,Petrol,Individual,Manual,First Owner,24.0,796,47.3,69  @ 3500 ,5,Maruti,Alto
2009,160000,80.0,Petrol,Individual,Manual,Second Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2015,330000,84.0,Petrol,Individual,Manual,Second Owner,23.0,998,67.04,90  @ 3500 ,5,Maruti,Celerio
2010,180000,50.0,Petrol,Individual,Manual,Second Owner,15.0,1196,70.0,102  @ 4000 ,5,Ford,Figo
2011,300000,30.0,Petrol,Individual,Manual,First Owner,19.8,1086,68.05,99.04  @ 4500 ,5,Hyundai,i10
2018,730000,2.388,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2014,250000,80.0,Petrol,Individual,Manual,Second Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2018,690000,13.0,Petrol,Individual,Manual,First Owner,20.0,1194,94.93,120  @ 4250 ,5,Ford,Aspire
2016,650000,35.0,Petrol,Individual,Manual,Second Owner,21.0,1197,83.1,115  @ 4000 ,5,Maruti,Baleno
2015,380000,120.0,Diesel,Individual,Manual,Second Owner,21.0,1461,65.0,160  @ 2000 ,5,Mahindra,Verito
2014,360000,50.0,Petrol,Individual,Manual,Second Owner,17.5,1193,88.7,140  @ 1500-4000 ,5,Tata,Zest
2012,590000,110.0,Diesel,Individual,Manual,Second Owner,22.3,1582,126.32,259.8  @ 1900-2750 ,5,Hyundai,Verna
2013,750000,70.0,Diesel,Individual,Manual,Second Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2011,254999,100.0,Diesel,Individual,Manual,Third Owner,20.0,1248,75.0,197  @ 1750 ,5,Fiat,Grande
2015,499000,20.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.86,113.75  @ 4000 ,5,Hyundai,Grand
2018,730000,60.0,Diesel,Individual,Automatic,First Owner,28.0,1248,74.02,190  @ 2000 ,5,Maruti,Swift
2012,220000,75.0,Diesel,Individual,Manual,First Owner,23.0,1461,63.12,160  @ 2000 ,5,Renault,Pulse
2006,100000,110.0,Diesel,Individual,Manual,Third Owner,16.0,1405,62.0,"12.5 @ 2,500 @  )",5,Tata,Indica
2004,110000,120.0,Petrol,Individual,Manual,Fourth & Above Owner,14.0,1599,94.0,12.5 @ 3500 ,5,Hyundai,Accent
2009,152000,48.0,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,135  @ 2500  ,5,Tata,Indica
2014,415000,72.0,Petrol,Dealer,Manual,First Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2015,475000,51.0,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2017,525000,29.0,Petrol,Dealer,Manual,First Owner,20.8,1197,81.8,113  @ 4200 ,5,Maruti,Ignis
2015,365000,28.0,Petrol,Dealer,Manual,First Owner,20.5,1197,81.8,113  @ 4200 ,5,Maruti,Wagon
2011,375000,97.0,Diesel,Dealer,Manual,First Owner,25.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2018,765000,59.0,Diesel,Dealer,Manual,First Owner,28.0,1248,74.02,190  @ 2000 ,5,Maruti,Swift
2019,770000,27.0,Diesel,Individual,Manual,First Owner,28.0,1248,74.02,190  @ 2000 ,5,Maruti,Swift
2018,350000,30.0,Petrol,Individual,Manual,First Owner,25.1,799,53.3,72  @ 4386 ,5,Renault,KWID
2015,875000,70.0,Diesel,Individual,Manual,First Owner,15.0,1997,120.0,280  @ 1800-2800 ,7,Mahindra,Scorpio
2014,780000,69.0,Diesel,Dealer,Manual,First Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2018,990000,15.0,Diesel,Individual,Manual,First Owner,25.0,1248,88.5,200  @ 1750 ,5,Maruti,S-Cross
2019,800000,35.7,Diesel,Dealer,Manual,First Owner,28.0,1248,74.02,190  @ 2000 ,5,Maruti,Swift
2012,350000,120.0,Diesel,Individual,Manual,Third Owner,22.3,1582,126.32,259.8  @ 1900-2750 ,5,Hyundai,Verna
2013,325000,120.0,Diesel,Individual,Manual,First Owner,22.0,1199,73.9,180  @ 2000 ,5,Volkswagen,Polo
2013,360000,80.0,Diesel,Individual,Manual,First Owner,22.0,1199,73.9,180  @ 2000 ,5,Volkswagen,Polo
2010,148000,120.0,Petrol,Individual,Manual,First Owner,20.9,998,67.1,90  @ 3500 ,5,Maruti,Alto
2017,670000,36.0,Diesel,Individual,Manual,First Owner,27.3,1248,74.0,190  @ 2000 ,5,Maruti,Baleno
2014,430999,120.0,Diesel,Individual,Manual,First Owner,23.5,1364,67.04,170  @ 1800-2400 ,5,Toyota,Etios
2017,260000,9.0,Petrol,Individual,Manual,First Owner,16.0,796,34.2,59  @ 2500 ,8,Maruti,Omni
2012,70000,50.0,Petrol,Individual,Manual,Second Owner,25.0,624,37.48,51  @ 4000+/-500 ,4,Tata,Nano
2019,300000,35.0,Petrol,Individual,Manual,First Owner,23.0,999,67.0,91  @ 4250 ,5,Renault,KWID
2011,150000,130.0,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,260  @ 1800-2200  ,7,Mahindra,Xylo
2010,260000,70.0,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160  @ 2000 ,5,Ford,Figo
2012,320000,90.0,Diesel,Individual,Manual,Third Owner,19.0,1248,73.9,190  @ 2000 ,5,Maruti,Swift
2018,700000,35.0,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170  @ 1750-4000 ,5,Tata,Nexon
2012,415000,80.0,Petrol,Individual,Manual,First Owner,16.4,1198,73.9,110  @ 3750 ,5,Volkswagen,Polo
2008,260000,120.0,Diesel,Individual,Manual,Second Owner,17.0,1248,75.0,190  @ 2000 ,5,Maruti,Swift
